driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54
30.0,158032.0,136883.0,134711.0,132905.0,136197.0,136073.0,135013.0,149718.0,96429.0,92874.0,92335.0,87958.0,86893.0,86024.0,87035.0,86364.0,84324.0,84040.0,91180.0,137090.0,138850.0,132898.0,86424.0,85459.0,85042.0,85003.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
31.0,160977.0,137554.0,133992.0,134066.0,135716.0,134627.0,135052.0,147682.0,94458.0,89430.0,88948.0,88867.0,88367.0,88957.0,89735.0,88298.0,88850.0,88748.0,95478.0,124693.0,139147.0,131224.0,89272.0,85814.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
35.0,166867.0,136620.0,136240.0,131496.0,135689.0,134700.0,135710.0,145035.0,99933.0,94562.0,92698.0,91868.0,89479.0,88585.0,87006.0,87332.0,87180.0,87727.0,98859.0,126332.0,128706.0,127693.0,90821.0,88650.0,89667.0,87901.0,92025.0,115290.0,132708.0,88812.0,87925.0,87028.0,95489.0,117028.0,133095.0,130946.0,91180.0,88866.0,85979.0,85750.0,85734.0,85398.0,86029.0,85672.0,85042.0,84801.0,84677.0,84463.0,84634.0,86725.0,87041.0,85431.0,85965.0,82713.0
42.0,174961.0,136040.0,134068.0,131984.0,135517.0,135099.0,136038.0,143327.0,105028.0,94878.0,90842.0,89460.0,89421.0,88622.0,88582.0,88505.0,88437.0,88957.0,94597.0,101478.0,138706.0,131245.0,89042.0,87990.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
43.0,168310.0,136367.0,137344.0,130334.0,135966.0,135236.0,135156.0,145619.0,100921.0,94166.0,93120.0,91687.0,89817.0,89100.0,88849.0,88445.0,88480.0,89304.0,89505.0,105075.0,138636.0,132742.0,89386.0,88723.0,87808.0,88055.0,95174.0,123977.0,132758.0,90054.0,91556.0,91731.0,91565.0,109464.0,136933.0,126726.0,90566.0,90643.0,90294.0,90404.0,90221.0,90835.0,90399.0,90625.0,97672.0,112542.0,87080.0,90392.0,89435.0,91936.0,91935.0,89247.0,93703.0,100000000.0
44.0,170462.0,141205.0,134403.0,131660.0,135632.0,135485.0,135699.0,142743.0,105362.0,97608.0,95165.0,92751.0,93404.0,92327.0,90682.0,91052.0,90494.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49.0,171318.0,136893.0,135771.0,131314.0,136136.0,134392.0,136216.0,144856.0,104139.0,95879.0,94701.0,91569.0,89494.0,88810.0,89624.0,90410.0,87837.0,87807.0,90455.0,104548.0,133042.0,131806.0,99021.0,88032.0,88561.0,88235.0,95867.0,109324.0,133752.0,91188.0,87728.0,86550.0,87904.0,119322.0,132886.0,131824.0,88379.0,87436.0,85737.0,85640.0,85942.0,85190.0,85537.0,85345.0,85273.0,84876.0,86236.0,86817.0,86013.0,86385.0,83968.0,83497.0,83089.0,83819.0
50.0,169926.0,136699.0,136382.0,130854.0,136073.0,135074.0,134863.0,146414.0,105723.0,97779.0,94511.0,92516.0,90206.0,89171.0,88734.0,88559.0,88682.0,88473.0,90602.0,103255.0,134696.0,129243.0,90969.0,88313.0,88010.0,88157.0,92749.0,114308.0,133865.0,89103.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
51.0,169078.0,136142.0,137363.0,130314.0,135756.0,135699.0,134986.0,145484.0,99534.0,93959.0,92584.0,90977.0,89896.0,88774.0,88023.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
52.0,220057.0,96955.0,130932.0,131728.0,135474.0,135091.0,136022.0,147599.0,118683.0,92270.0,90781.0,89847.0,89159.0,90694.0,90177.0,91310.0,90178.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
