driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
35,114365,105979,105364,105171,105348,105352,105648,105467,105796,106373,106124,106899,104139,104205,104341,105322,103890,103896,103981,104143,103448,103499,103595,106845,131658,104821,104346,104445,104568,104243,104647,104059,104094,103975,104236,104299,104559,104347,104625,104909,105308,105352,104891,111764,106343
41,116186,105752,105733,105591,106241,123080,152927,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,116822,105835,105123,105727,104821,104386,104936,105345,105820,105261,106376,105722,103545,103578,103687,108342,125854,105721,105397,105896,105816,105719,105498,105604,105370,105536,105723,103722,103385,103329,108337,124172,103825,104076,103913,104200,104487,104505,104486,104837,103911,103972,103692,104874,104217
50,115294,105800,105573,105541,105587,107802,111693,129446,105707,105750,105913,105971,105712,105886,105706,105909,105690,105660,105347,105986,105519,105315,105979,105096,105236,105229,107590,127392,105020,104909,104798,105841,104856,105499,104681,105164,105298,105424,105995,105424,104967,106521,106103,106874,inf
54,118130,106607,105852,105466,106466,106363,106371,105799,106849,105578,105331,105506,104916,105086,104963,104848,104683,118784,105504,105572,105593,105673,106336,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,118616,106651,105814,105873,106093,107015,105624,105967,105456,105231,105304,105492,104900,105026,105208,104686,104887,104483,104622,104775,104510,104577,104194,104336,106800,128306,104799,104583,104362,104285,104345,104661,104709,104902,104918,104917,104903,104827,104709,104912,104552,104135,104987,104853,105018
56,113406,105338,104757,104773,104867,104954,104724,104600,104804,104853,104415,112485,125506,104864,108733,119059,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,110348,104599,105200,103516,103910,104146,104208,103964,104150,103743,104132,104063,104423,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
58,119990,110123,109841,107634,108378,107653,107280,106989,106965,107296,106955,106013,107766,108419,108704,106169,106149,106099,107169,114515,134972,106601,107334,109370,107183,128056,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
59,117816,105902,105868,105431,105078,106252,107321,105834,105152,105074,105194,108019,131057,105912,105307,105750,105619,105444,105416,105027,106053,105359,105557,105837,105245,105825,105216,107790,128238,105127,104785,105151,105079,104815,105321,105220,105497,105436,105912,105467,105230,106571,106308,106860,inf
