driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
50,121040,110466,109628,109504,109147,110842,109325,109379,109564,109426,109277,109754,109441,109431,109431,109217,110140,109610,109827,110134,110261,109908,113424,128288,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,118394,109114,108620,108482,107949,108374,107769,108421,108528,107948,107888,107880,107544,107592,107979,107438,107405,108117,107467,107617,111584,129045,108396,107933,108907,108126,108518,108041,107662,107752,107666,107534,107370,107305,107508,107447,107333,110514,109266,108566,108759,108081,106964,107354,108199
56,115865,108238,108028,109638,107559,107460,107626,107866,107720,107441,107429,107751,107627,107354,107126,107444,107387,107013,107475,107379,107644,106992,109054,107541,112034,128356,107418,107654,107718,107466,107417,107515,108010,108280,107355,106459,108146,110150,107595,107421,108015,108168,107295,107059,107446
57,111612,107254,106714,106450,106455,106427,106508,106738,106542,106779,106884,106998,107036,106329,107248,106526,106252,106507,106805,107106,107047,107079,106477,106426,106952,111806,126047,106695,107261,107292,107266,107199,107292,107554,107235,107449,106782,106921,108941,108249,108136,107827,107994,108258,108629
63,121341,110553,109770,110324,109088,110233,109490,109562,109182,109388,109497,109394,109734,109371,109303,109632,109625,109458,109994,110006,110127,109944,109722,112884,130698,111946,109585,109689,109068,109422,108922,108921,108941,108899,109027,109249,110368,112076,110386,109811,110551,110225,110100,117935,inf
64,123076,111259,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,119013,110249,109445,108811,108283,108675,108623,108458,108513,108288,108127,107928,108288,107734,107345,107832,107714,107603,107565,107798,107587,111503,127382,110264,108217,108174,108237,108113,107575,107563,107821,107635,107615,107602,107655,110384,108261,inf,inf,inf,inf,inf,inf,inf,inf
68,122263,110917,109782,109932,109462,109685,109743,109559,109480,109438,109206,109294,109462,109465,109350,109723,109633,109295,110142,114340,130496,108608,109281,109670,109500,112135,109644,109436,108969,109103,109001,108690,108876,108797,109045,109035,108988,113386,111246,110006,110456,110441,111960,110430,inf
71,115207,108164,107664,107435,107254,106901,106919,107447,107281,106788,106826,107071,107127,107042,107122,106823,106429,107782,107301,106846,107825,106915,111467,127111,107634,107584,107418,107399,106789,106922,106658,106913,106992,107222,106761,107255,106317,106489,107447,107349,107438,108194,106675,106969,107998
74,124680,111624,111270,110931,110722,110606,111361,111225,111018,110543,110858,110314,110340,112495,110481,110686,110608,110543,118967,267303,111874,111978,112196,110910,113704,112999,110729,110496,110466,110689,110712,111164,110840,110569,110674,112021,111182,111507,110953,110836,110622,110784,110980,inf,inf
75,123771,111393,110778,110711,109857,109807,110298,110374,110145,109959,110406,109986,109785,109908,109521,109611,109424,109781,110154,109846,109776,109940,110003,114912,130650,110345,110216,110332,110121,110919,109753,110527,109598,109553,111118,110172,inf,inf,inf,inf,inf,inf,inf,inf,inf
