driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
15.0,100896.0,87992.0,87326.0,86203.0,87131.0,86094.0,88494.0,94012.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
16.0,99772.0,88618.0,87608.0,88186.0,87228.0,86658.0,86964.0,87124.0,86503.0,85879.0,86183.0,85839.0,85916.0,85839.0,85837.0,85627.0,85832.0,85840.0,85810.0,85683.0,85670.0,86110.0,89645.0,111632.0,86691.0,86425.0,87733.0,86400.0,86372.0,86283.0,87197.0,87949.0,87364.0,87341.0,86113.0,85584.0,85632.0,85438.0,85497.0,85981.0,87000.0,87132.0,86090.0,85498.0,85334.0,89173.0,114514.0,85855.0,86033.0,85769.0,87282.0,85935.0,85808.0,85856.0,87627.0,85711.0,85191.0,85403.0,85232.0,86919.0,85275.0,85566.0,85207.0,100000000.0,100000000.0
17.0,99054.0,87353.0,86393.0,86323.0,86425.0,86358.0,99936.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
18.0,95517.0,86393.0,85988.0,85893.0,85564.0,85379.0,85230.0,85316.0,85182.0,84933.0,85004.0,84956.0,84811.0,84696.0,84801.0,84485.0,84654.0,84683.0,84492.0,84421.0,88122.0,124477.0,122886.0,87405.0,85742.0,85755.0,85316.0,85724.0,88466.0,85417.0,85439.0,85338.0,85352.0,85073.0,85020.0,84891.0,84969.0,84921.0,86808.0,85234.0,87089.0,85253.0,84933.0,84944.0,85012.0,85099.0,84609.0,88337.0,107514.0,84589.0,84557.0,84692.0,84802.0,84806.0,84749.0,84342.0,84252.0,84268.0,84294.0,84396.0,84216.0,84628.0,84282.0,84186.0,100000000.0
19.0,100016.0,87002.0,87587.0,86893.0,86828.0,86553.0,86238.0,86433.0,86265.0,86257.0,85986.0,85658.0,85579.0,85606.0,85604.0,85409.0,85514.0,85417.0,85566.0,85010.0,84987.0,84628.0,84694.0,84993.0,85419.0,84736.0,87642.0,110647.0,85255.0,87283.0,85602.0,85276.0,85193.0,85192.0,85015.0,84795.0,85023.0,84890.0,85281.0,86997.0,85521.0,85770.0,85435.0,85414.0,87672.0,85917.0,87211.0,85007.0,88870.0,107682.0,84638.0,84639.0,84755.0,84534.0,84703.0,84516.0,84304.0,84606.0,84291.0,84340.0,84454.0,84614.0,84624.0,84611.0,100000000.0
21.0,95912.0,86640.0,85955.0,85826.0,85549.0,85463.0,85249.0,85207.0,85257.0,85032.0,84773.0,85037.0,84791.0,84803.0,85053.0,84316.0,84619.0,84588.0,84572.0,84528.0,87749.0,111016.0,84327.0,85025.0,86108.0,85722.0,85361.0,84891.0,85509.0,85045.0,85383.0,85372.0,85087.0,84722.0,84723.0,84858.0,84767.0,84630.0,84570.0,87803.0,107230.0,84295.0,84180.0,84296.0,83838.0,84148.0,84330.0,83953.0,84088.0,83830.0,83914.0,84259.0,83894.0,83768.0,83752.0,83756.0,83560.0,86630.0,104371.0,84742.0,85049.0,84738.0,84691.0,85022.0,100000000.0
22.0,95058.0,86066.0,85655.0,85585.0,85603.0,85034.0,85219.0,85098.0,85118.0,85036.0,85377.0,84876.0,84576.0,84680.0,84593.0,84287.0,84434.0,87972.0,109682.0,84896.0,85258.0,86103.0,85300.0,85473.0,86009.0,85769.0,85233.0,84991.0,85379.0,85083.0,85376.0,85149.0,85163.0,84873.0,84676.0,84829.0,84826.0,84564.0,84586.0,84652.0,87998.0,109292.0,85419.0,85451.0,86607.0,87225.0,86003.0,85944.0,85670.0,85514.0,85413.0,87037.0,85873.0,85535.0,85237.0,85206.0,85154.0,84965.0,85617.0,86708.0,85498.0,85986.0,85671.0,85701.0,100000000.0
23.0,112236.0,118060.0,84674.0,84806.0,85086.0,84855.0,84684.0,84893.0,84821.0,84551.0,84520.0,84466.0,84327.0,84486.0,84445.0,84599.0,86288.0,84404.0,84818.0,84498.0,84264.0,84213.0,84376.0,84762.0,84563.0,84043.0,87659.0,108096.0,87115.0,84670.0,84841.0,84643.0,84498.0,84520.0,84590.0,84331.0,84003.0,84093.0,84939.0,84666.0,84547.0,84290.0,84509.0,108390.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
24.0,98656.0,87427.0,87985.0,86803.0,86627.0,86285.0,86348.0,86023.0,86284.0,86218.0,85941.0,85804.0,85534.0,85520.0,85609.0,85312.0,85499.0,85207.0,138802.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
25.0,136740.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
26.0,98164.0,87212.0,86743.0,86405.0,86372.0,86238.0,86269.0,86317.0,87231.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
27.0,101319.0,88297.0,88139.0,87864.0,87272.0,86824.0,87191.0,87334.0,86515.0,86334.0,87025.0,86485.0,86038.0,86489.0,86075.0,86009.0,85772.0,85924.0,86362.0,85678.0,85704.0,86380.0,86047.0,88358.0,111966.0,86141.0,86256.0,86544.0,86996.0,88099.0,87866.0,86941.0,90375.0,99002.0,87459.0,85822.0,85826.0,86141.0,86145.0,85586.0,85510.0,85895.0,85845.0,85840.0,85412.0,85480.0,90795.0,122520.0,86343.0,86275.0,86076.0,86254.0,87701.0,85974.0,88498.0,85804.0,88697.0,86431.0,85606.0,85600.0,85260.0,85437.0,85399.0,100000000.0,100000000.0
