driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51
50,117937,106324,106438,105871,106431,106484,106381,106664,106593,106420,106228,106347,106840,107874,107335,108134,125190,106049,105840,106640,119990,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
55,112748,106393,104125,103877,104016,104374,104269,104191,104433,104123,104152,104079,104160,106467,104355,102819,104879,102587,105315,121205,103423,103140,104004,103138,104396,105164,102782,103649,103845,103555,102357,102588,103951,103143,104667,121858,103174,103101,103289,103284,102994,102960,102650,102682,102779,104410,103145,103299,103402,104529,104664
56,106360,101818,101701,102057,102167,102097,101659,101819,101762,102020,101782,101822,101868,101885,103362,118168,101095,101088,101476,103581,102844,101455,101231,101328,101254,101590,101555,103454,118334,100934,101783,102044,101808,101003,101125,100870,101068,101708,103726,117806,101697,101200,102057,101424,100997,102086,101397,101924,102257,102611,104870
57,104783,102212,101585,102112,101653,101755,102109,101743,101214,101334,101293,101502,101523,101319,101203,101381,101846,103355,119089,102428,101179,100967,101458,101618,101069,101256,101317,101849,102174,102299,102015,104855,119180,100887,100426,100747,100716,101226,100681,100941,101291,102074,102372,104297,104107,102732,102190,102962,103698,104498,110016
63,115567,106122,105808,105690,105680,105914,105744,106112,105525,105336,105517,105494,105831,105304,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
64,116899,106099,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,132601,104966,104799,106002,105312,104736,104923,104664,104557,106536,104585,105702,105709,104609,104388,103918,104046,103632,103149,105097,121144,103225,103531,102940,103577,103577,103251,104390,103564,103512,103410,103447,103131,103828,103768,104749,120591,102858,103022,103989,103091,103470,103374,103296,103176,103335,103391,103026,102934,104508,inf
68,117450,106115,107870,106404,106122,106358,106371,106901,106110,106761,106596,107111,106580,106551,107329,107019,108650,125399,108702,106024,106259,105851,105673,105783,106651,108715,110540,110374,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
71,109747,103835,103664,103524,103891,104012,103848,103890,103355,103361,103575,103913,103607,105327,122426,102305,102823,102748,102905,104761,103295,102998,103270,103764,104198,103760,103311,103347,103203,103180,102977,103366,104057,121963,102868,102697,102644,102275,102596,102807,102861,103320,102734,102837,102524,103534,103207,103654,104348,103317,103598
74,123071,109603,108695,108634,107227,106934,106604,106579,107144,107130,107133,106832,107439,107148,107058,108437,107001,109970,127373,107122,105792,107600,106612,109884,108786,107084,106114,108165,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
75,121930,110092,108206,106804,107551,106380,105683,105613,105854,107015,106380,106013,106069,106227,106036,107984,124960,105485,106751,106134,106410,106197,105386,106467,105832,106767,106452,105317,104306,105048,107255,125440,108821,104927,104802,104475,104158,104358,105942,104741,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
