driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59
15,93942,84934,84110,84107,84167,83736,84011,84335,83731,83995,85209,84177,83959,84144,83772,83920,83708,89853,107607,84613,84768,85008,85052,85160,85065,85124,85380,85217,86106,86712,86920,88321,93054,110463,85895,85735,85607,85332,85104,85288,85174,85198,92836,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,98895,88280,86562,86174,85921,85637,85748,86022,85225,85675,85119,85088,85206,85303,85049,85015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,93188,84681,84252,83877,84030,83767,83911,131696,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18,97609,87409,86342,86059,86005,85568,85600,85332,85234,85505,85172,84748,84864,85080,84848,84322,84156,84264,84117,83977,84163,84240,84120,84305,83848,83852,84014,83858,83581,83769,83706,83705,88768,109915,85364,84783,85134,85190,84753,84444,84411,84534,84127,84341,84304,84077,84363,84091,83987,84103,86103,84935,84211,83670,83711,83681,83793,83686,inf
19,98114,87914,86271,85844,85911,85674,85628,85462,85307,85451,85579,84946,84962,84950,84748,84750,84819,84805,84536,84840,85000,84614,84488,84366,84260,84144,84534,85405,85763,90842,632179,84957,84684,87057,91191,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
21,90690,83697,83081,82812,83077,82792,82649,82695,82524,82442,82628,82398,82136,82416,82340,87728,106862,83519,83245,83943,83574,83202,83259,83748,83176,83420,83427,83427,83270,83201,83606,83480,83226,83768,90187,107283,84250,84289,84505,85612,84281,85943,84385,84090,84041,83786,84066,83815,85087,84489,83787,83918,83785,85226,83931,83739,83391,83017,inf
22,97225,87081,86265,85576,85508,85479,85271,85236,84809,84968,84909,84600,84543,84462,84593,84250,84065,84082,84021,84086,83696,84024,83980,84011,83719,83703,83692,83387,83735,83576,89169,109542,84841,84755,85050,86088,84748,85895,84728,84410,84183,84248,84130,83902,83710,83978,84109,83996,84064,84098,84402,84222,84288,84102,84331,83964,83762,84106,inf
23,92399,84325,83311,83258,83074,82861,83261,83314,83252,82908,82844,82510,82770,82728,82690,88215,107778,84427,84059,83844,83954,109057,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
24,96800,86530,86451,85287,85191,85003,84754,84828,84714,84875,84767,84237,84358,84275,84026,84446,84266,84315,84362,84313,83747,84252,84271,89278,108554,84269,86058,86037,84488,84938,84746,86300,85394,84395,84573,84792,84885,84824,84530,84371,84266,84525,84127,91022,106926,83628,83787,84061,83846,84001,83865,83648,83679,inf,inf,inf,inf,inf,inf
25,95385,86776,85413,85439,84961,85015,84561,84794,84723,84811,84724,84196,84317,84130,84242,84309,84634,84322,84349,83874,84051,83881,83402,83377,83436,88510,106836,85406,85879,89710,84340,85219,84538,84594,85449,85396,84862,85971,84171,84343,84268,89431,105071,83456,83359,83122,83518,83126,83168,82986,83769,82981,83111,83032,83212,82945,82693,83062,inf
26,95011,85942,85825,84673,85439,84791,84404,84966,84845,84701,84716,84231,84000,84134,84111,84861,83824,83691,83570,83825,83746,83625,83667,83674,88383,107971,85313,85422,85957,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
27,99245,88404,86845,86326,85915,85799,85691,86007,86009,85415,85345,85042,85261,85157,84908,84628,84686,84572,84917,84685,84660,84739,90424,107776,85014,84904,84887,84838,84879,84992,86526,84735,86647,87116,84978,85345,84906,84879,90747,109490,85396,85120,87086,86257,86127,85229,85200,85169,85084,85296,84638,84809,84807,84803,84503,84390,84938,inf,inf
